School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
003517,SOUTHERN COLLEGE OF OPTOMETRY,1245 MADISON AVENUE,MEMPHIS,TN,38104,,,
004484,JOHN F. KENNEDY UNIVERSITY,100 ELLINWOOD WAY,PLEASANT HILL,CA,94523,,,
006835,DYERSBURG STATE COMMUNITY COLLEGE,1510 LAKE ROAD,DYERSBURG,TN,38024,,,
030765,FAYETTE INSTITUTE OF TECHNOLOGY,300 W OYLER AVE,OAK HILL,WV,25901,,,
030772,COSMETOLOGY CONCEPTS INSTITUTE,1101 HUTCHENS DRIVE,COLUMBIA,MO,65203,,,
030780,MIAMI MEDIA SCHOOL,7955 NORTH WEST 12TH STREET,DORAL,FL,33126,,,
E40449,OHIO MEDIA SCHOOL,4411 MONTGOMERY ROAD,NORWOOD,OH,45212,,,
001196,DOMINICAN UNIVERSITY OF CALIFORNIA,50 ACACIA AVENUE,SAN RAFAEL,CA,94901,,,
001374,ALBERTUS MAGNUS COLLEGE,700 PROSPECT STREET,NEW HAVEN,CT,6511,,,
001850,CENTRAL COLLEGE,812 UNIVERSITY,PELLA,IA,50219,,,
002155,HARVARD UNIVERSITY,MASSACHUSETTS HALL,CAMBRIDGE,MA,2138,,,
002968,ST AUGUSTINES UNIVERSITY,1315 OAKWOOD AVE,RALEIGH,NC,27610,,,
007506,LINCOLN COLLEGE OF TECHNOLOGY - LINCOLN,2299 VAUXHALL ROAD,UNION,NJ,7083,,,
G30783,VANCOUVER SCHOOL OF THEOLOGY,6015 WALTER GAGE ROAD,VANCOUVER,CN,0,BRITISH COLUMBIA,CAN/ADA,V6T 1Z1
030784,CAMEO BEAUTY ACADEMY,9714 S CICERO AVE,OAK LAWN,IL,60453,,,
030790,ETI TECHNICAL COLLEGE,2076 YOUNGSTOWN-WARREN RD,NILES,OH,44446,,,
002064,COLLEGE OF SOUTHERN MARYLAND,8730 MITCHELL ROAD,LA PLATA,MD,20646,,,
002504,UNIVERSITY OF HEALTH SCIENCES AND PHARMA,1 PHARMACY PLACE,ST. LOUIS,MO,63110,,,
003631,TARLETON STATE UNIVERSITY,1333 WEST WASHINGTON,STEPHENVILLE,TX,76401,,,
003815,MARSHALL UNIVERSITY,ONE JOHN MARSHALL DRIVE,HUNTINGTON,WV,25755,,,
006560,"OHIO VALLEY GENERAL HOSPITAL, SCHOOL OF",25 HECKEL ROAD,MCKEES ROCKS,PA,15136,,,
007588,CAPRI COLLEGE,395 MAIN ST,DUBUQUE,IA,52004,,,
008221,UNIVERSAL TECHNICAL INSTITUTE,10695 WEST PIERCE STREET,AVONDALE,AZ,85323,,,
030798,GEORGE T. BAKER AVIATION TECHNICAL COLG,3275 NW 42ND AVE,MIAMI,FL,33142,,,
001852,CLARKE UNIVERSITY,1550 CLARKE DR,DUBUQUE,IA,52001,,,
002506,SAINT LOUIS UNIVERSITY,221 NO GRAND BLVD,ST LOUIS,MO,63103,,,
007593,PARISIAN BEAUTY ACADEMY PAUL MITCHELL PA,21 PASSAIC STREET,HACKENSACK,NJ,7601,,,
007941,SALON PROFESSIONAL ACADEMY (THE),1350 COLLEGE SQUARE MALL,CEDAR FALLS,IA,50613,,,
010700,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,265 ELKINS ROAD,JACKSBORO,TN,37757,,,
030799,CITY COLLEGE,177 MONTGOMERY ROAD,ALTAMONTE SPRINGS,FL,32714,,,
001854,COE COLLEGE,1220 1ST AVE NE,CEDAR RAPIDS,IA,52402,,,
003518,SOUTHERN ADVENTIST UNIVERSITY,BOX 370,COLLEGEDALE,TN,37315,,,
003976,RABBINICAL ACAD MESIVTA RABBI CHAIM,1593 CONEY ISLAND AVE,BROOKLYN,NY,11230,,,
006214,BLESSING RIEMAN COLLEGE OF NURSING,BROADWAY AT 11TH ST,QUINCY,IL,62301,,,
007598,HOCKING TECHNICAL COLLEGE,3301 HOCKING PARKWAY,NELSONVILLE,OH,45764,,,
009029,NEIGHBORHOOD PLAYHOUSE,340 E 54TH ST,NEW YORK,NY,10022,,,
010017,PAYNE THEOLOGICAL SEMINARY,1230 WILBERFORCE-CLIFTON ROAD,WILBERFORCE,OH,45384,,,
030819,YTI CAREER INSTITUTE - ALTOONA,3200 PLEASANT VALLEY BLVD,ALTOON/A,PA,16602,,,
030821,MYOTHERAPY COLLEGE OF UTAH,"3950 SOUTH 700 EAST, SUITE 100",MILLCREEK CITY,UT,84107,,,
030829,ROSEL SCHOOL OF COSMETOLOGY,307 GOLF MILL CENTER,NILES,IL,60714,,,
001572,GEORGIA SOUTHERN UNIVERSITY,1332 SOUTHERN DRIVE,STATESBORO,GA,30458,,,
001946,TABOR COLLEGE,400 SOUTH JEFFERSON,HILLSBORO,KS,67063,,,
003519,RHODES COLLEGE,2000 NORTH PARKWAY,MEMPHIS,TN,38112,,,
003632,TEXAS A&M UNIVERSITY,805 RUDDER TOWER,COLLEGE STATION,TX,77843,,,
030830,OZARKS TECHNICAL COMMUNITY COLLEGE,1001 EAST CHESTNUT EXPRESSWAY,SPRINGFIELD,MO,65802,,,
015924,GALEN HEALTH INSTITUTES,3050 TERRA CROSSING BOULEVARD,LOUISVILLE,KY,40245,,,
G30843,UNIVERSITY OF LIMERICK,PLASSEY PARK ROAD,CASTLETROY,FC,0,,IRELAND,
030844,VALLEY COLLEGE,713 S. OAKWOOD AVENUE,BECKLEY,WV,25801,,,
001197,EL CAMINO COLLEGE,16007 CRENSHAW BOULEVARD,TORRANCE,CA,90506,,,
E00014,AMRCN REPERTORY THTR INST ADV THTR,64 BRATTLE STREET,CAMBRIDGE,MA,2138,,,
002805,ROBERTS WESLEYAN COLLEGE,2301 WESTSIDE DR,ROCHESTER,NY,14624,,,
003522,TENNESSEE STATE UNIVERSITY,3500 JOHN A MERRITT BOULEVARD,N/ASHVILLE,TN,37209,,,
009507,GEORGIA HIGHLANDS COLLEGE,PO BOX 1864,ROME,GA,30162,,,
010019,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL,5323 HARRY HINES BLVD,DALLAS,TX,75390,,,
030847,VENTURA ADULT AND CONTINUING EDUCATION,5200 VALENTINE ROAD,VENTURA,CA,93003,,,
030848,DELAWARE AREA CAREER CENTER,4565 COLUMBUS PIKE,DELAWARE,OH,43015,,,
G30851,UNIVERSITY OF WOLVERHAMPTON,WULFRUN/A STREET,WOLVERHAMPTON,FC,0,,ENGLAND,WV1 1LY
030857,PROFESSIONAL TECHNICAL INSTITUTION,BMS 491 PO BOX 607061,BAYAMON,PR,960,,,
001546,GEORGIA SOUTHERN UNIVERSITY - ARMSTRONG,11935 ABERCORN STREET,SAVANN/AH,GA,31419,,,
001948,UNIVERSITY OF KANSAS,STRONG HALL,LAWRENCE,KS,66045,,,
G02509,SAINT PAUL SCHOOL OF THEOLOGY,13720 ROE AVENUE,LEAWOOD,KS,66224,,,
003166,OKLAHOMA CITY UNIVERSITY,2501 NORTH BLACKWELDER,OKLAHOMA CITY,OK,73106,,,
030892,NOUVELLE INSTITUTE,3271 NW 7TH ST- STE 106,MIAMI,FL,33125,,,
015616,DES MOINES UNIVERSITY,3200 GRAND AVENUE,DES MOINES,IA,50312,,,
003084,MUSKINGUM UNIVERSITY,10 COLLEGE DRIVE,NEW CONCORD,OH,43762,,,
003978,RABBINICAL SEMINARY OF AMERICA,92-15 69TH AVE,FOREST HILLS,NY,11375,,,
007954,NORMANDALE COMMUNITY COLLEGE,9700 FRANCE AVENUE SOUTH,BLOOMINGTON,MN,55431,,,
030893,HERITAGE BIBLE COLLEGE,494 ANTIOCH CHURCH ROAD,DUNN,NC,28334,,,
030900,SHARP'S ACADEMY OF HAIRSTYLING,8166 HOLLY ROAD,GRAND BLANC,MI,48439,,,
G30917,POZNAN UNIVERSITY OF MEDICAL SCIENCES,10 FREDRY ST.,POZN/AN,FC,0,,POLAND,61- 701
G30925,NOTTINGHAM TRENT UNIVERSITY,50 SHAKESPEARE STREET,NOTTINGHAM,FC,0,,ENGLAND,
030926,MESSENGER COLLEGE,2705 BROWN TRAIL,BEDFORD,TX,76021,,,
001052,UNIVERSITY OF ALABAMA AT BIRMINGHAM,701 20TH STREET SOUTH,BIRMINGHAM,AL,35294,,,
E40586,GEORGIA SOUTHERN UNIVERSITY - LIBERTY CA,175 WEST MEMORIAL DRIVE,HINESVILLE,GA,31313,,,
001753,SCHOOL OF ART INSTITUTE OF CHICAGO,37 SOUTH WABASH AVENUE,CHICAGO,IL,60603,,,
002608,GEORGIAN COURT UNIVERSITY,900 LAKEWOOD AVENUE,LAKEWOOD,NJ,8701,,,
003167,UNIV OF SCIENCE & ARTS OF OKLAHOMA,1727 WEST ALABAMA,CHICKASHA,OK,73018,,,
004788,HERKIMER COUNTY COMMUNITY COLLEGE,100 RESERVOIR ROAD,HERKIMER,NY,13350,,,
007985,SOUTH PIEDMONT COMMUNITY COLLEGE,680 HIGHWAY 74 WEST,POLKTON,NC,28135,,,
016426,CAPITAL AREA CAREER CENTER,2201 TORONTO ROAD,SPRINGFIELD,IL,62712,,,
G30954,BOND UNIVERSITY,C/O ACADEMIC SERVICES,GOLD COAST,FC,0,QUEENSLAND,AUSTRALIA,4229
030955,ASA COLLEGE,151 LAWRENCE STREET,BROOKLYN,NY,11201,,,
030956,VANTAGE CAREER CENTER,818 N FRANKLIN ST,VAN WERT,OH,45891,,,
002512,STEPHENS COLLEGE,1200 EAST BROADWAY,COLUMBIA,MO,65215,,,
002970,SURRY COMMUNITY COLLEGE,630 SOUTH MAIN STREET,DOBSON,NC,27017,,,
003252,DELAWARE VALLEY UNIVERSITY,700 EAST BUTLER AVENUE,DOYLESTOWN,PA,18901,,,
003816,SOUTHERN WV COMMUNITY COLLEGE,100 COLLEGE DRIVE,LOGAN,WV,25601,,,
006836,MOTLOW STATE COMMUNITY COLLEGE,6015 LEDFORD MILL ROAD,TULLAHOMA,TN,37388,,,
007600,INTERNATIONAL BEAUTY SCHOOL,201 W. KING STREET,MARTINSBURG,WV,25401,,,
010342,SOUTHERN OKLAHOMA TECHNOLOGY CENTER DIST,2610 SAM NOBLE PARKWAY,ARDMORE,OK,73401,,,
G30959,ESSEC BUSINESS SCHOOL,"3, AVENUE BERN/ARD-HIRSCH - CS 50105",CERGY-PONTOISE CEDEX,FC,0,,FRANCE,F-95021
G30961,LA TROBE UNIVERSITY,BUNDOORA CAMPUS,MELBOURNE,FC,0,VICTORIA,AUSTRALIA,3083
030962,CHARLES STUART SCHOOL,1420 KINGS HWY  2ND FLR,BROOKLYN,NY,11229,,,
030964,LEECH LAKE TRIBAL COLLEGE,6945 LITTLEWOLF ROAD NORTHWEST,CASS LAKE,MN,56633,,,
E00507,HARVARD BUSINESS SCHOOL,SPANGLER CTR,BOSTON,MA,2163,,,
002327,UNIVERSITY OF MICHIGAN-FLINT,303 E. KEARSLEY,FLINT,MI,48502,,,
002514,NORTH CENTRAL MISSOURI COLLEGE,1301 MAIN STREET,TRENTON,MO,64683,,,
002806,ROCHESTER INSTITUTE OF TECHNOLOGY,1 LOMB MEMORIAL DRIVE,ROCHESTER,NY,14623,,,
003168,ROGERS STATE UNIVERSITY,1701 WEST WILL ROGERS BLVD,CLAREMORE,OK,74017,,,
003636,TEXAS CHRISTIAN UNIVERSITY,2800 SOUTH UNIVERSITY DRIVE,FORT WORTH,TX,76129,,,
003981,UNC SCHOOL OF THE ARTS,1533 SOUTH MAIN STREET,WINSTON-SALEM,NC,27127,,,
030977,CENTRAL CALIF SCH CONTINUING EDUC,3195 MCMILLAN #F,SAN LUIS OBISPO,CA,93401,,,
030978,CARSTEN INSTITUTE OF COSMETOLOGY,290 MADISON AVENUE,NEW YORK,NY,10017,,,
030982,YO SAN UNIV TRADITIONAL CHINESE MED,13315 WASHINGTON BOULEVARD,LOS ANGELES,CA,90066,,,
014800,PUTNAM CAREER & TECHNICAL CENTER,300 ROOSEVELT BOULEVARD,ELEANOR,WV,25070,,,
015035,CAREER TECH CTR OF LACKAWANNA CNTY,3201 ROCKWELL AVENUE,SCRANTON,PA,18508,,,
030987,MILAN INSTITUTE,8590 WEST FAIRVIEW AVENUE,BOISE,ID,83704,,,
001501,FLORIDA GATEWAY COLLEGE,149 SOUTHEAST COLLEGE PLACE,LAKE CITY,FL,32025,,,
E00209,HARVARD EXTENSION SCHOOL,51 BRATTLE STREET,CAMBRIDGE,MA,2138,,,
003085,NOTRE DAME COLLEGE OF OHIO,4545 COLLEGE RD,CLEVELAND,OH,44121,,,
003427,COKER UNIVERSITY,300 EAST COLLEGE AVENUE,HARTSVILLE,SC,29550,,,
003637,JARVIS CHRISTIAN COLLEGE,US HIGHWAY 80 EAST,HAWKINS,TX,75765,,,
007987,BLADEN COMMUNITY COLLEGE,7418 NC 41 HIGHWAY W,DUBLIN,NC,28332,,,
030996,MERCY HOSPITAL SCHOOL OF PRACTICAL NSG,3663 S MIAMI AVE,MIAMI,FL,33133,,,
031001,PARAMOUNT BEAUTY ACADEMY,1745 11TH ST,PORTSMOUTH,OH,45662,,,
001378,CENTRAL CONNECTICUT STATE UNIV,1615 STANLEY ST-OFC FNCL AID,NEW BRITAIN,CT,6050,,,
001502,LAKE-SUMTER STATE COLLEGE,9501 US HWY 441,LEESBURG,FL,34788,,,
001856,CORNELL COLLEGE,600 FIRST STREET WEST,MOUNT VERNON,IA,52314,,,
002413,MERIDIAN COMMUNITY COLLEGE,910 HWY 19 N,MERIDIAN,MS,39307,,,
002972,NORTH CAROLINA STATE UNIV-RALEIGH,20 WATAUGA CLUB DRIVE,RALEIGH,NC,27695,,,
003429,COLUMBIA INTERNATIONAL UNIVERSITY,"7435 MONTICELLO RD, PO BX 3122",COLUMBIA,SC,29203,,,
003818,UNIVERSITY OF CHARLESTON,2300 MACCORKLE AVE SE,CHARLESTON,WV,25304,,,
004503,ALTIERUS CAREER COLLEGE,1815 JET WING DRIVE,COLORADO SPRINGS,CO,80916,,,
031004,COCONINO COUNTY COMMUNITY COLLEGE,2800 SOUTH LONE TREE ROAD,FLAGSTAFF,AZ,86005,,,
031007,CARROLL COMMUNITY COLLEGE,1601 WASHINGTON RD,WESTMINSTER,MD,21157,,,
031008,BIG BEND TECHNICAL COLLEGE,3233 SOUTH BYRON BUTLER PARKWAY,PERRY,FL,32348,,,
001055,UNIVERSITY OF ALABAMA IN HUNTSVILLE,OFF FIN/ANCIAL AID - UC 212,HUNTSVILLE,AL,35899,,,
001949,WASHBURN UNIVERSITY,1700 SW COLLEGE AVE,TOPEKA,KS,66621,,,
002697,QUEENSBOROUGH COMMUNITY COLLEGE,222-05 56TH AVENUE FIN AID OFF,BAYSIDE,NY,11364,,,
002973,GASTON COLLEGE,201 HIGHWAY 321 SOUTH,DALLAS,NC,28034,,,
003430,COLUMBIA COLLEGE,1301 COLUMBIA COLLEGE DRIVE,COLUMBIA,SC,29203,,,
007602,NORTHEASTERN TECHNICAL COLLEGE,PO DRAWER 1007,CHERAW,SC,29520,,,
E40547,UNIVERSAL TECHNICAL INSTITUTE - CALIFORN,9494 HAVEN AVENUE,RANCHO CUCAMONGA,CA,91730,,,
010724,CARLOS ALBIZU UNIVERSITY,151 TANCA STREET,SAN JUAN,PR,902,,,
001199,FOOTHILL COLLEGE,12345 EL MONTE RD-FIN. AID OFF,LOS ALTOS HILLS,CA,94022,,,
002698,CUNY THE COLLEGE OF STATEN ISLAND,2800 VICTORY BLVD. 2A-104,STATEN ISLAND,NY,10314,,,
003820,SALEM UNIVERSITY,223 W MAIN ST PO BOX 500,SALEM,WV,26426,,,
004506,COLORADO MOUNTAIN COLLEGE,802 GRAND AVENUE,GLENWOOD SPRINGS,CO,81601,,,
009047,AMERITAS COLLEGE,900 5TH AVENUE,HUNTINGTON,WV,25701,,,
031009,LUTHER RICE COLLEGE & SEMINARY,3038 EVANS MILL ROAD,LITHONIA,GA,30038,,,
031018,ILLINOIS MEDIA SCHOOL,8501 W. HIGGINS ROAD,CHICAGO,IL,60631,,,
E40544,ILLINOIS MEDIA SCHOOL - CHICAGO,9 WEST WASHINGTON STREET,CHICAGO,IL,60602,,,
031019,TRINITY BAPTIST COLLEGE,800 HAMMOND BOULEVARD,JACKSONVILLE,FL,32221,,,
031020,RIVERTOWN SCHOOL OF BEAUTY,4747-B HAMILTON RD,COLUMBUS,GA,31904,,,
031034,SOUTH TEXAS COLLEGE,3201 WEST PECAN BOULEVARD,MCALLEN,TX,78501,,,
031038,SOUTHERN SCHOOL OF BEAUTY,140 WEST MAIN STREET,DURANT,OK,74701,,,
031039,MARION TECHNICAL COLLEGE,1014 SOUTHWEST 7TH ROAD,OCALA,FL,34471,,,
E40595,MARION TECHNICAL COLLEGE -  MTI,1614 SOUTH EAST FORT KING STREET,OCALA,FL,34471,,,
031044,PROFESSIONAL ELECTRIC SCHOOL,3 RAMOS VELEZ ST,MAN/ATI,PR,674,,,
001857,SOUTHWESTERN COMMUNITY COLLEGE,1501 W TOWNLINE,CRESTON,IA,50801,,,
002328,WASHTENAW COMMUNITY COLLEGE,4800 E HURON RIVER DR-BOX D-1,ANN ARBOR,MI,48106,,,
003086,OBERLIN COLLEGE,**,OBERLIN,OH,44074,,,
003735,VIRGINIA COMMONWEALTH UNIVERSITY,901 WEST FRANKLIN STREET,RICHMOND,VA,23284,,,
007607,CONCORDE CAREER INSTITUTE,12412 VICTORY BOULEVARD,NORTH HOLLYWOOD,CA,91606,,,
E40548,UNIVERSAL TECHNICAL INSTITUTE - N CAROLI,220 BYERS CREEK ROAD,MOORESVILLE,NC,28117,,,
031045,ATLANTA INSTITUTE OF MUSIC AND MEDIA,2875 BRECKINRIDGE BLVD.,DULUTH,GA,30096,,,
G01200,FULLER THEOLOGICAL SEMINARY,135 NORTH OAKLAND AVENUE,PASADEN/A,CA,91182,,,
031060,MISSOURI STATE UNIVERSITY - WEST PLAINS,128 GARFIELD,WEST PLAINS,MO,65775,,,
031062,FRANCISCAN MISSIONARIES OF OUR LADY UNIV,5414 BRITTANY DRIVE,BATON ROUGE,LA,70808,,,
001858,DIVINE WORD COLLEGE,102 JACOBY DR SW-PO BOX 380,EPWORTH,IA,52045,,,
002065,NOTRE DAME OF MARYLAND UNIVERSITY,4701 NORTH CHARLES STREET,BALTIMORE,MD,21210,,,
002414,MILLSAPS COLLEGE,1701 NORTH STATE STREET,JACKSON,MS,39201,,,
G02807,ROCKEFELLER UNIVERSITY,1230 YORK AVENUE,NEW YORK,NY,10021,,,
002974,UNIVERSITY OF N C-CHAPEL HILL,POST OFFICE BOX 1080,CHAPEL HILL,NC,27514,,,
E40746,DELAWARE VALLEY UNIVERSITY - COLONIAL NO,6 DANFORTH DRIVE,EASTON,PA,18042,,,
004798,MIRRER YESHIVA CENTRAL INST,1791-5 OCEAN PARKWAY,BROOKLYN,NY,11223,,,
007988,MARTIN COMMUNITY COLLEGE,1161 KEHUKEE PARK ROAD,WILLIAMSTON,NC,27892,,,
E00616,CARLOS ALBIZU UNIVERSITY,2173 N.W. 99TH AVENUE,MIAMI,FL,33172,,,
031065,SENTARA COLLEGE OF HEALTH SCIENCES,1441 CROSSWAYS BOULEVARD,CHESAPEAKE,VA,23320,,,
031069,ESCUELA DE PERITOS ELECTRICITAS,AVE. AGUSTIN RAMOS CALERO,ISABELA,PR,662,,,
E40587,GEORGIA SOUTHERN UNIVERSITY - WARNER ROB,1001 SOUTH ARMED FORCES BOULEVARD,WARNER ROBINS,GA,31088,,,
001859,DORDT COLLEGE,700 7TH STREET NORTHEAST,SIOUX CENTER,IA,51250,,,
E00508,HARVARD SCH OF DENTAL MEDICINE,188 LONGWOOD AVE,BOSTON,MA,2115,,,
003170,OKLAHOMA STATE UNIVERSITY,107 WHITEHURST,STILLWATER,OK,74078,,,
G06850,UNIVERSITY OF CAMBRIDGE - DOWNING C,DOWNING COLLEGE,CAMBRIDGE,FC,0,,ENGLAND,
010920,WEST VIRGINIA NORTHERN CMTY COLLEGE,1704 MARKET STREET,WHEELING,WV,26003,,,
031081,SUMMIT COLLEGE,804 EAST BRIER DRIVE,SAN BERN/ARDINO,CA,92408,,,
E40953,SUMMIT CAREER COLLEGE - SANTA ANA,1639 EAST EDINGER,SANTA AN/A,CA,92705,,,
E40954,SUMMIT CAREER COLLEGE - EL CAJON,411 NORTH MARSHALL AVENUE,EL CAJON,CA,92020,,,
031085,EVERGLADES UNIVERSITY,5002 T-REX AVENUE,BOCA RATON,FL,33431,,,
031086,COMPUMED VOCATIONAL CAREERS HIALEAH,2900 WEST 12TH AVENUE,HIALEAH,FL,33012,,,
031090,SCHOOL OF COMMUNICATION ARTS OF NORTH CA,3000 WAKEFIELD CROSSING DRIVE,RALEIGH,NC,27614,,,
031091,ASPIRA CITY COLLEGE,1231 NORTH BROAD STREET,PHILADELPHIA,PA,19122,,,
031095,DONGGUK UNIVERSITY LOS ANGELES,440 SHATTO PLACE,LOS ANGELES,CA,90020,,,
031097,CADILLAC INSTITUTE OF COSMETOLOGY,205 NORTH MITCHELL STREET,CADILLAC,MI,49601,,,
010689,WASHBURN INSTITUTE OF TECHNOLOGY,5724 SOUTHWEST HUNTOON,TOPEKA,KS,66604,,,
002067,WASHINGTON ADVENTIST UNIVERSITY,7600 FLOWER AVE,TAKOMA PARK,MD,20912,,,
002415,MISSISSIPPI COLLEGE,200 SOUTH CAPITAL STREET,CLINTON,MS,39058,,,
002975,UNIVERSITY OF NC AT CHARLOTTE,9201 UNIVERSITY CITY BLVD,CHARLOTTE,NC,28223,,,
003172,OKLAHOMA STATE UNIVERSITY-OKMULGEE,1801 E 4TH ST,OKMULGEE,OK,74447,,,
003523,TENNESSEE TECHNOLOGICAL UNIV,1000 NORTH DIXIE AVENUE,COOKEVILLE,TN,38505,,,
003982,CLEVELAND INSTITUTE OF ART,11141 E BLVD,CLEVELAND,OH,44106,,,
004799,MONROE COLLEGE,2501 JEROME AVENUE,BRONX,NY,10468,,,
006225,TRINITY COLLEGE OF NURSING AND HEALTH SC,2122 25TH AVENUE,ROCK ISLAND,IL,61201,,,
001293,VANGUARD UNIVERSITY OF SOUTHERN CA,55 FAIR DRIVE,COSTA MESA,CA,92626,,,
001504,"STATE COLLEGE OF FLORIDA, MANATEE-SARASO",5840 26 STREET WEST,BRADENTON,FL,34207,,,
001757,SOUTHEASTERN ILLINOIS COLLEGE,3575 COLLEGE ROAD,HARRISBURG,IL,62946,,,
002516,UNIVERSITY OF MISSOURI - COLUMBIA,11 JESSE HALL,COLUMBIA,MO,65211,,,
003089,OHIO NORTHERN UNIVERSITY,525 SOUTH MAIN STREET,ADA,OH,45810,,,
003431,CONVERSE COLLEGE,580 EAST MAIN STREET,SPARTANBURG,SC,29302,,,
004507,ALTIERUS CAREER COLLEGE,9065 GRANT STREET,THORNTON,CO,80229,,,
002338,BETHEL UNIVERSITY,3900 BETHEL DRIVE,SAINT PAUL,MN,55112,,,
010343,COLLEGE OF MICRONESIA - FSM,159 KOLONIA,"KOLONIA, POHNPEI",FM,96941,,,
031104,PAUL MITCHELL THE SCHOOL ST. GEORGE,1487 SOUTH SILICON WAY,SAINT GEORGE,UT,84770,,,
001379,CONNECTICUT COLLEGE,270 MOHEGAN AVE,NEW LONDON,CT,6320,,,
002416,MISSISSIPPI DELTA CMTY COLLEGE,HIGHWAY 3 AND CHERRY ROAD,MOORHEAD,MS,38761,,,
002810,RUSSELL SAGE COLLEGE,65 FIRST STREET,TROY,NY,12180,,,
003525,TENNESSEE WESLEYAN UNIVERSITY,204 EAST COLLEGE STREET,ATHENS,TN,37371,,,
004835,CALDWELL COMMUNITY CLG & TECH INST,2855 HICKORY BLVD,HUDSON,NC,28638,,,
007502,BERKELEY COLLEGE,44 RIFLE CAMP ROAD,WOODLAND PARK,NJ,7424,,,
E40549,UNIVERSAL TECHNICAL INSTITUTE - SOUTHERN,4175 E. CON/ANT STREET,LONG BEACH,CA,90808,,,
010727,DEVRY UNIVERSITY,"4225 N/APERVILLE ROAD, SUITE 400",LISLE,IL,60532,,,
031107,AVIATION INSTITUTE OF MAINTENANCE,3001 GRANT AVE,PHILADELPHIA,PA,19114,,,
031109,ACADEMY OF BEAUTY PROFESSIONALS,800 WEST FOXWOOD DRIVE,RAYMORE,MO,64083,,,
001641,BRADLEY UNIVERSITY,1501 WEST BRADLEY AVENUE,PEORIA,IL,61625,,,
E00212,HARVARD UNIV GRAD SCH DESIGN,48 QUINCY STR,CAMBRIDGE,MA,2138,,,
002417,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,51 MAIN STREET,PERKINSTON,MS,39573,,,
002976,UNIVERSITY OF N C - GREENSBORO,1000 SPRING GARDEN STREET,GREENSBORO,NC,27412,,,
005204,BEAL UNIVERSITY,99 FARM ROAD,BANGOR,ME,4401,,,
G09756,UMASS CHAN MEDICAL SCHOOL,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,,,
010345,CINCINNATI STATE TECH & COMM CLG,3520 CENTRAL PARKWAY,CINCINN/ATI,OH,45223,,,
031110,MID-CITIES BARBER COLLEGE,2345 S.W. 3RD STREET SUITE 101,GRAND PRAIRIE,TX,75051,,,
E00902,DEWEY UNIVERSITY - CAROLINA,CAROLIN/A INDUSTRIAL PARK,CAROLIN/A,PR,986,,,
E01225,DEWEY UNIVERSITY - JUANA DIAZ,BO.LOMAS 149 ROAD KM. 6702,JUAN/A DIAZ,PR,795,,,
E01748,DEWEY UNIVERSITY - MANATI,"ROAD 604, KM. 49.1",MAN/ATI,PR,674,,,
002068,COPPIN STATE UNIVERSITY,2500 WEST NORTH AVE,BALTIMORE,MD,21216,,,
E40747,DELAWARE VALLEY UNIVERSITY - NORTH PENN,1340 SOUTH VALLEY FORGE ROAD,LANSDALE,PA,19446,,,
007522,CONTINENTAL SCH OF BEAUTY CULTURE,633 JEFFERSON RD,ROCHESTER,NY,14623,,,
010362,COLLEGE OF SOUTHERN NEVADA,6375 WEST CHARLESTON BOULEVARD,LAS VEGAS,NV,89146,,,
031136,SOUTHERN CALIFORNIA INST OF TECHNOL,525 NORTH MULLER STREET,AN/AHEIM,CA,92801,,,
031147,PRAXIS INSTITUTE,1321 SOUTHWEST 107TH AVENUE,MIAMI,FL,33174,,,
031150,ARIZONA COLLEGE,1620 WEST FOUNTAINHEAD PARKWAY,TEMPE,AZ,85282,,,
E40616,ARIZONA COLLEGE - MESA,163 NORTH DOBSON ROAD,MESA,AZ,85201,,,
E40617,ARIZONA COLLEGE - LAS VEGAS,8363 WEST SUNSET ROAD,LAS VEGAS,NV,89102,,,
E40618,ARIZONA COLLEGE - DALLAS,8330 LBJ FREEWAY,DALLAS,TX,75243,,,
E40619,ARIZONA COLLEGE - TAMPA,1411 NORTH WEST SHORE BOULEVARD,TAMPA,FL,33607,,,
E40620,ARIZONA COLLEGE - FORT LAUDERDALE,600 CORPORATE DRIVE,FORT LAUDERDALE,FL,33334,,,
001950,WICHITA STATE UNIVERSITY,1845 FAIRMOUNT,WICHITA,KS,67260,,,
002979,WARREN WILSON COLLEGE,PO BOX 9000,ASHEVILLE,NC,28815,,,
003176,CARL ALBERT STATE COLLEGE,1507 SOUTH MCKENN/A,POTEAU,OK,74953,,,
E01009,BRIGHTWOOD COLLEGE - LAREDO,6410 MCPHERSON ROAD,LAREDO,TX,78041,,,
004838,GUILFORD TECHNICAL COMMUNITY CLG,601 EAST MAIN STREET,JAMESTOWN,NC,27282,,,
E40526,UNIVERSAL TEC INSTITUTE SOUTH FL MIRAMAR,2601 SOUTHWEST 145TH AVENUE,MIRAMAR,FL,33027,,,
E40621,ARIZONA COLLEGE - TUCSON,5285 EAST WILLIAMS FIELD CIRCLE,TUCSON,AZ,85711,,,
E40622,ARIZONA COLLEGE - PHOENIX,16404 NORTH BLACK CANYON HIGHWAY,PHOENIX,AZ,85053,,,
